Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count,MCH_Parameters
Plantae,Angiosperma,Magnoliopsida,Fagales,Betulaceae,Corylus heterophylla,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,370,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Myrtales,Myrtaceae,Corymbia calophylla,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,235,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Myrtales,Myrtaceae,Corymbia maculata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,253,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Corynascus novoguineensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Corynascus sepedonium,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Corynascus similis,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora cassiicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides rupestris,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,61,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Craseonycteridae,Craseonycteris thonglongyai,Complete,Dfam,,Curated Dfam,Dfam,101,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crassisporiaceae,Crassisporium funariophilum,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea ariakensis,Complete,Dfam,,Curated Dfam,Dfam,15,
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea gigas,Complete,Dfam,,Curated Dfam,Dfam,66,
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea virginica,Complete,Dfam,,Curated Dfam,Dfam,43,
Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Crataerina pallida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,125,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus cesatii,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus variabilis,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys gambianus,Complete,Dfam,,Curated Dfam,Dfam,47,
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus griseus,Complete,Dfam,,Curated Dfam,Dfam,58,
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura indochinensis,Complete,Dfam,,Curated Dfam,Dfam,88,
Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus porosus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,333,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta crocuta,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,223,"x=10, e=500, c=1"
Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,Cronartium quercuum,Complete,RM2+MCH,,B-GUT,RM2+MCH,23,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Cuculiformes,Crotophagidae,Crotophaga sulcirostris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Crucibulum laeve,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Brassicales,Brassicaceae,Crucihimalaya himalaica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,300,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Crustoderma dryinum,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,,,Cryomyces minteri,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Cryphonectria parasitica,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus bacillisporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus decagattii,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus deneoformans,Complete,RM2+MCH,,B-GUT,RM2+MCH,15,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus deuterogattii,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus gattii,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus neoformans,Complete,RM2+MCH,,B-GUT,RM2+MCH,22,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus tetragattii,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Cryptodiaporthe populea,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,Complete,Dfam,,Curated Dfam,Dfam,15,
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus undulatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,24,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus gundi,Complete,Dfam,,Curated Dfam,Dfam,17,
Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys sociabilis,Complete,Dfam,,Curated Dfam,Dfam,33,
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cubamyces lactineus,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cubamyces menziesii,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus canorus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,27,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis hystrix,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,172,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis melo,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,161,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis sativus,Complete,RM2+MCH,Obtained by Johan P.,"ENSEMBL ""2023""",RM2+MCH,59,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Cucurbitaria berberidis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides sonorensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,86,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus paca,Complete,Dfam,,Curated Dfam,Dfam,43,
Animalia,Chordata,,Testudines,Geoemydidae,Cuora amboinensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,776,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia clavata,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia lunata,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta australis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,297,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta epithymum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,245,"x=10, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon cavernicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Rhodophyta,,Cyanidiales,Cyanidiaceae,Cyanidioschyzon merolae,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,1,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus pallidus,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus stercoreus,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus striatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,60,"x=10, e=500, c=1"
Plantae,Cycadophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas panzhihuaensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,66,"x=0, e=500, c=1"
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Cyclina sinensis,Complete,Dfam,,Curated Dfam,Dfam,44,
Plantae,Angiosperma,Magnoliopsida,Fagales,Juglandaceae,Cyclocarya paliurus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,401,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Cylas formicarius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,366,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Orchidaceae,Cymbidium sinense,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,31,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asterales,Asteraceae,Cynara cardunculus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,92,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus semilaevis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,60,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon variegatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,89,"x=10, e=500, c=1"
Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium minutum,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cystostereaceae,Cystostereum murrayi,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Cytidiella melzeri,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,90,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cytosporaceae,Cytospora chrysosperma,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cytosporaceae,Cytospora leucostoma,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces fennicus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacryonaema rufum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacryopinax primogenitus,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Dactylis glomerata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,138,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria estremocensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,41,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria macrodidyma,Complete,RM2+MCH,,B-GUT,RM2+MCH,65,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis nitida,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia caldariorum,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia vernicosa,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Esociformes,Umbridae,Dallia pectoralis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,284,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio,Complete,Dfam,,Dfam no especie,Dfam,26,
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio rerio,Complete,Dfam,,Curated Dfam,Dfam,1352,
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danionidae,Complete,Dfam,,Dfam no especie,Dfam,4,
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea alpha,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea beta,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Animalia,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Darwinula stevensoni,Complete,Dfam,,Curated Dfam,Dfam,4,
Animalia,Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis broadbenti,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,43,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta punctata,Complete,Dfam,,Curated Dfam,Dfam,48,
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus novemcinctus,Complete,Dfam,,Curated Dfam,Dfam,84,
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Datiscaceae,Datisca glomerata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,241,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Lobotiformes,Datnioididae,Datnioides undecimradiatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,69,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Complete,Dfam,,Curated Dfam,Dfam,29,
Plantae,Angiosperma,Magnoliopsida,Apiales,Apiaceae,Daucus carota,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,85,"x=10, e=500, c=1"
Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Debaryomyces hansenii,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Decorospora gaudefroyi,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,Delitschia confertaspora,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus leucas,Complete,Dfam,,Curated Dfam,Dfam,21,
Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Delphinella strobiligena,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium chrysotoxum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,204,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium huoshanense,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,226,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium nobile,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,233,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium officinale,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,259,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Dendrocalamus latiflorus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,51,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,,Dendrothele bispora,Complete,RM2+MCH,,B-GUT,RM2+MCH,27,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,,Dendrothele microspora,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion nanum,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Dentipellis fragilis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Desarmillaria ectypa,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Desarmillaria tabescens,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus armatus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,16,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus,Complete,Dfam,,Curated Dfam,Dfam,40,
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum pertusum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,183,"x=10, e=500, c=1"
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Desoria tigrina,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,54,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus caryophyllus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,285,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Diaphorina citri,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,51,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe batatas,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe caulivora,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,6,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe helianthi,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe vochysiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype disciformis,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus sumatrensis,Complete,Dfam,,Release 1.2,Dfam,46,
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros bicornis michaeli,Complete,Dfam,,Curated Dfam,Dfam,27,
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Dichotomocladium elegans,Complete,RM2+MCH,,B-GUT,RM2+MCH,26,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Dichotomocladium robustum,Complete,RM2+MCH,,B-GUT,RM2+MCH,24,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella exigua,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella maydis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,,Zopfiaceae,Didymocrea sadasivanii,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Animalia,Rotifera,Eurotatoria,Philodinida,Philodinidae,Didymodactylos carnosus,Complete,Dfam,,Curated Dfam,Dfam,1,
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria variabile,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Digitaria exilis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,271,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Digitatispora marina,Complete,RM2+MCH,,B-GUT,RM2+MCH,23,"x=0, e=500, c=1"
Fungi,Zoopagomycota,Dimargaritomycetes,Dimargaritales,Dimargaritaceae,Dimargaris cristalligena,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Sapindaceae,Dimocarpus longan,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,233,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys branickii,Complete,Dfam,,Curated Dfam,Dfam,34,
Plantae,Angiosperma,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea alata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,178,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea dumetorum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,215,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea rotundata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,66,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea zingiberensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,342,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Ericales,Ebenaceae,Diospyros kaki,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,517,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Ericales,Ebenaceae,Diospyros lotus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,556,"x=10, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia cryoxerica,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia hungarica,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum complanatum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,90,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia seriata,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Diplogelasinosporaceae,Diplogelasinospora grovesii,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys ordii,Complete,Dfam,,,Dfam,44,
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys stephensi,Complete,Dfam,,Curated Dfam,Dfam,12,
Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Disciotis venosa,Complete,RM2+MCH,,B-GUT,RM2+MCH,16,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Dissoconiaceae,Dissoconium aciculare,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Dissophora decumbens,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Dissophora ornata,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis patagonum,Complete,Dfam,,Curated Dfam,Dfam,35,
Animalia,Chordata,Aves,Passeriformes,Mimidae,Donacobius atricapilla,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,77,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Dothidotthia symphoricarpi,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Dothistroma septosporum,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
